hour_of_day,day_of_week,is_off_hours,severity,category_risk,role_risk_score,status_risk,bytes_zscore,user_event_count,user_patient_access_count,user_failed_login_count,is_anomaly
9,2,0,5,2,4,5,-0.1017,169,49,8,0
9,2,0,4,1,2,3,-0.1141,157,41,10,0
9,2,0,1,1,2,0,-0.1164,185,47,7,0
9,2,0,4,2,1,4,-0.1217,175,52,8,0
9,2,0,2,3,3,3,-0.1039,174,46,9,0
9,2,0,4,4,1,2,-0.1149,175,52,8,0
9,2,0,3,2,3,0,-0.0867,169,42,4,0
9,2,0,1,1,2,0,-0.1233,204,49,9,0
10,2,0,2,1,3,3,-0.1249,194,40,20,0
10,2,0,1,1,3,0,-0.1172,167,34,17,0
10,2,0,4,2,3,3,-0.1262,192,43,14,0
10,2,0,1,3,2,3,-0.1016,167,45,7,0
10,2,0,2,4,3,0,-0.1229,167,34,17,0
10,2,0,1,1,2,0,-0.0958,204,49,9,0
10,2,0,1,2,2,0,-0.1199,167,45,7,0
10,2,0,4,1,3,2,-0.1124,184,38,7,0
10,2,0,1,1,2,0,-0.126,180,41,8,0
10,2,0,4,3,2,3,-0.1019,192,41,12,0
10,2,0,1,2,3,0,-0.12,165,25,16,0
10,2,0,3,4,2,2,-0.0758,181,46,12,0
10,2,0,2,1,3,2,-0.1158,167,34,17,0
10,2,0,4,3,4,0,-0.1035,165,38,8,0
10,2,0,1,1,2,0,-0.1159,164,36,11,0
10,2,0,2,2,3,0,-0.1241,193,40,8,0
10,2,0,3,2,1,5,-0.0877,189,49,15,0
10,2,0,5,2,2,3,-0.1042,167,45,7,0
10,2,0,4,4,3,0,-0.1135,159,36,11,0
10,2,0,1,2,3,0,-0.1208,163,37,6,0
10,2,0,4,4,2,0,-0.1209,157,44,18,0
10,2,0,2,2,3,0,-0.1043,193,47,10,0
10,2,0,4,4,2,0,-0.0998,146,36,10,0
10,2,0,1,3,3,0,-0.1176,192,43,14,0
10,2,0,1,4,1,0,-0.1166,189,49,15,0
10,2,0,5,3,2,5,-0.1034,186,42,7,1
10,2,0,3,3,3,3,-0.1143,194,40,20,0
10,2,0,4,4,1,0,-0.1251,175,52,8,0
10,2,0,5,3,3,5,-0.113,192,49,7,1
10,2,0,3,4,3,2,-0.1153,184,38,7,0
10,2,0,5,2,4,3,-0.0988,169,49,8,1
10,2,0,5,3,3,3,-0.0986,192,43,14,0
10,2,0,5,2,2,5,-0.1227,178,44,11,0
10,2,0,4,3,2,3,-0.1136,168,47,13,0
11,2,0,4,4,3,0,0.1497,176,44,11,1
11,2,0,3,4,4,0,0.086,160,34,11,1
11,2,0,1,3,2,3,-0.1073,173,50,8,0
11,2,0,5,2,3,4,-0.126,146,30,6,0
11,2,0,2,4,3,0,-0.1057,194,40,20,0
11,2,0,2,4,2,2,-0.1038,162,45,10,0
11,2,0,2,3,3,3,-0.0998,179,41,9,0
11,2,0,1,1,4,1,-0.1025,168,41,9,0
11,2,0,3,4,2,2,-0.1028,162,45,10,0
11,2,0,5,4,1,0,-0.0836,165,44,12,1
11,2,0,2,1,2,0,-0.1262,150,37,3,0
11,2,0,5,2,3,3,-0.1185,163,37,6,1
11,2,0,1,2,2,2,-0.1226,170,43,8,0
11,2,0,1,4,2,0,-0.1006,162,45,10,0
11,2,0,1,3,2,0,-0.1021,180,41,8,0
11,2,0,2,2,3,0,-0.1216,193,46,16,0
11,2,0,2,1,2,0,-0.1081,164,36,11,0
11,2,0,1,1,3,0,-0.093,176,44,11,0
11,2,0,3,4,2,2,-0.116,157,41,10,0
11,2,0,3,1,1,2,-0.1048,151,41,14,0
11,2,0,2,2,3,0,-0.0969,159,36,11,0
11,2,0,1,1,2,0,-0.0862,158,45,15,0
11,2,0,1,2,2,0,-0.0927,192,41,12,0
11,2,0,1,2,3,0,-0.0989,179,41,9,0
11,2,0,3,4,3,2,-0.1113,172,41,5,0
11,2,0,2,3,2,3,-0.0872,192,41,12,0
11,2,0,3,3,4,3,-0.0993,160,34,11,0
11,2,0,2,1,2,2,-0.0879,191,47,14,0
11,2,0,2,3,2,0,-0.1032,164,36,11,0
12,2,0,5,4,1,2,-0.1103,170,43,8,1
12,2,0,3,4,3,0,-0.1094,165,41,16,0
12,2,0,1,1,2,0,-0.1113,184,57,6,0
12,2,0,1,3,3,3,-0.1049,174,46,9,0
12,2,0,1,2,3,0,-0.1183,193,47,10,0
12,2,0,5,3,2,3,-0.0936,170,43,8,0
12,2,0,4,1,3,2,-0.0986,193,40,8,0
12,2,0,2,3,3,3,-0.1256,176,44,11,0
12,2,0,3,1,2,2,-0.1011,168,47,13,0
12,2,0,5,3,3,5,-0.1065,193,40,8,1
12,2,0,2,2,3,0,-0.1249,193,40,8,0
12,2,0,1,3,3,3,-0.1111,169,42,4,0
12,2,0,2,1,3,0,-0.125,172,41,5,0
12,2,0,2,4,3,0,-0.1253,169,46,5,0
12,2,0,4,4,2,2,-0.112,162,45,10,0
12,2,0,3,4,2,2,-0.1139,170,43,8,0
12,2,0,5,3,3,3,-0.0754,194,40,20,0
12,2,0,3,4,3,0,-0.1197,192,49,7,0
12,2,0,3,4,1,2,-0.1265,175,52,8,0
12,2,0,3,4,3,0,-0.1111,193,40,8,0
12,2,0,1,4,3,0,-0.1194,172,47,9,0
12,2,0,2,4,3,0,-0.0847,172,47,9,0
12,2,0,5,1,2,3,-0.127,167,45,7,1
12,2,0,3,4,2,0,-0.1261,173,50,8,0
12,2,0,3,1,2,3,-0.1167,165,44,12,0
12,2,0,5,4,1,2,-0.0869,169,46,5,1
12,2,0,4,1,2,3,-0.1193,157,44,18,0
12,2,0,2,2,3,3,-0.109,179,41,9,0
12,2,0,1,2,2,0,-0.1239,204,49,9,0
12,2,0,1,3,2,3,-0.1072,164,28,10,0
12,2,0,4,4,3,0,-0.1193,165,41,16,0
12,2,0,4,3,2,5,-0.1268,157,44,18,0
12,2,0,3,2,2,0,-0.1081,146,36,10,0
12,2,0,1,1,3,1,-0.1253,164,39,8,0
12,2,0,2,2,3,2,-0.1219,192,49,7,0
13,2,0,2,2,2,0,-0.1037,174,41,9,0
13,2,0,5,4,3,2,13.4353,168,44,7,1
13,2,0,2,2,3,0,-0.0913,169,46,5,0
13,2,0,4,4,3,0,-0.0965,193,46,16,0
13,2,0,4,3,4,5,-0.1243,165,38,8,0
13,2,0,1,1,3,0,-0.1001,163,37,6,0
13,2,0,4,3,3,3,-0.0878,165,33,10,0
13,2,0,4,2,3,4,-0.1232,184,38,7,0
13,2,0,1,3,3,0,-0.1145,169,46,5,0
13,2,0,4,4,2,0,-0.1148,167,34,8,0
13,2,0,3,2,3,2,-0.0939,192,49,7,0
13,2,0,1,4,4,0,-0.1218,168,41,9,0
13,2,0,2,1,2,1,-0.1051,164,28,10,0
13,2,0,3,4,3,0,0.25,193,47,10,1
13,2,0,4,3,2,5,-0.079,165,44,12,0
13,2,0,2,4,2,0,-0.125,168,47,13,0
13,2,0,3,3,3,3,-0.0837,165,41,16,0
13,2,0,3,4,2,2,-0.1265,146,36,10,0
13,2,0,2,3,4,0,-0.1038,168,41,9,0
13,2,0,5,3,3,3,-0.0893,161,39,7,0
13,2,0,1,1,2,1,-0.1156,151,30,9,0
13,2,0,5,2,4,5,-0.117,169,49,8,0
13,2,0,3,1,3,3,-0.1024,172,47,9,0
13,2,0,1,2,3,0,-0.1095,167,34,17,0
13,2,0,3,2,2,3,-0.1177,180,41,8,1
13,2,0,4,2,3,5,-0.1244,165,25,16,0
13,2,0,4,1,2,3,-0.1125,191,47,14,1
13,2,0,5,3,2,5,-0.1146,199,39,12,0
13,2,0,5,4,1,2,-0.1173,169,42,4,1
13,2,0,4,1,1,3,-0.0976,151,41,14,0
14,2,0,1,2,4,0,-0.1226,165,38,8,0
14,2,0,2,3,2,3,-0.1222,150,37,3,0
14,2,0,2,1,2,2,-0.1138,191,47,14,0
14,2,0,2,3,2,0,-0.1001,162,45,10,0
14,2,0,2,2,4,0,-0.1153,168,41,9,0
14,2,0,5,2,3,3,-0.1158,161,39,7,1
14,2,0,3,1,2,3,-0.1031,185,47,7,0
14,2,0,4,4,1,0,-0.0885,155,44,7,0
14,2,0,2,1,2,3,-0.1228,163,34,10,0
14,2,0,1,3,2,0,-0.1219,192,41,12,0
14,2,0,2,3,2,3,-0.1142,163,34,10,0
14,2,0,1,1,2,0,-0.1021,204,49,9,0
14,2,0,1,3,1,0,-0.1247,175,52,8,0
14,2,0,1,3,2,3,-0.117,186,42,7,0
14,2,0,1,2,2,0,-0.0801,204,49,9,0
14,2,0,1,1,2,0,-0.1157,158,45,15,0
14,2,0,4,2,4,4,-0.1015,160,34,11,0
14,2,0,1,3,1,3,-0.1023,175,52,8,0
14,2,0,2,4,2,0,-0.0903,164,36,11,0
14,2,0,1,2,4,0,-0.1258,168,41,9,0
14,2,0,1,3,3,3,-0.1243,182,45,8,0
14,2,0,4,3,3,0,-0.122,164,39,8,0
14,2,0,5,3,3,5,-0.1031,169,46,5,1
14,2,0,3,2,3,3,-0.0983,161,39,7,0
14,2,0,3,4,2,0,-0.0891,167,34,8,0
14,2,0,2,1,2,0,-0.086,157,44,18,0
14,2,0,3,4,3,0,-0.101,177,49,9,0
14,2,0,4,4,3,0,-0.123,193,46,16,0
14,2,0,2,1,4,0,-0.1038,160,34,11,0
15,2,0,5,3,3,5,-0.1267,193,46,16,0
15,2,0,5,3,4,5,-0.0959,168,41,9,0
15,2,0,1,1,3,1,-0.1247,193,47,10,0
15,2,0,1,2,2,0,-0.1216,150,37,3,0
15,2,0,4,4,2,2,-0.1139,173,50,8,0
15,2,0,2,1,3,0,-0.1043,182,45,8,0
15,2,0,3,4,2,0,-0.0992,167,34,8,0
15,2,0,2,4,3,2,-0.1203,169,42,4,0
15,2,0,4,3,3,5,-0.1125,167,34,17,0
15,2,0,4,2,3,3,-0.1256,172,47,9,1
15,2,0,1,3,2,0,-0.0876,164,36,11,0
15,2,0,5,2,3,3,-0.115,176,44,11,0
15,2,0,1,3,2,0,-0.1143,157,44,18,0
15,2,0,1,3,1,3,-0.1264,175,52,8,0
15,2,0,2,1,4,3,-0.0895,160,34,11,0
15,2,0,1,3,3,3,-0.1028,193,46,16,0
15,2,0,1,2,2,0,-0.1234,167,45,7,0
15,2,0,1,2,3,3,-0.1023,193,46,16,0
15,2,0,4,1,2,2,-0.1146,167,34,8,0
15,2,0,2,4,3,2,-0.1075,192,43,14,0
15,2,0,1,1,3,0,-0.1207,193,46,16,0
15,2,0,1,3,2,3,-0.1157,204,49,9,0
15,2,0,2,2,2,0,-0.1091,157,39,9,0
15,2,0,2,4,2,0,-0.1262,173,50,8,0
15,2,0,2,1,3,0,-0.1139,193,40,8,0
15,2,0,4,2,3,4,-0.0783,169,42,4,0
15,2,0,3,4,2,2,-0.1263,181,46,12,0
15,2,0,2,2,3,0,-0.0894,167,34,17,0
15,2,0,4,3,3,3,-0.1223,179,41,9,0
15,2,0,1,3,4,0,-0.1178,160,34,11,0
15,2,0,5,2,2,3,-0.1264,165,36,8,1
15,2,0,3,4,2,2,-0.125,162,45,10,0
15,2,0,2,1,3,1,-0.1195,193,40,8,0
15,2,0,4,2,3,4,-0.1214,177,49,9,0
15,2,0,2,4,3,0,-0.1208,165,41,16,0
15,2,0,3,3,2,3,-0.1212,174,41,9,0
16,2,0,1,2,1,0,-0.1191,155,44,7,0
16,2,0,1,3,3,0,-0.121,173,35,9,0
16,2,0,3,4,2,2,-0.0859,165,36,8,0
16,2,0,2,1,4,0,-0.1114,160,34,11,0
16,2,0,5,3,3,3,-0.1133,158,32,11,0
16,2,0,2,4,3,0,-0.0824,174,46,9,0
16,2,0,4,2,1,4,-0.1151,175,52,8,0
16,2,0,4,4,3,2,-0.098,177,49,9,0
16,2,0,4,4,1,2,-0.1094,189,49,15,0
16,2,0,3,2,3,3,-0.1209,169,46,5,1
16,2,0,1,1,3,0,-0.1206,172,47,9,0
16,2,0,1,1,2,0,-0.0996,168,47,13,0
16,2,0,2,1,3,0,-0.1141,177,37,16,0
16,2,0,5,1,2,3,-0.1128,181,46,12,1
16,2,0,1,2,2,0,-0.0803,165,36,8,0
16,2,0,4,3,2,5,-0.1151,165,36,8,0
16,2,0,3,4,3,2,-0.0856,193,47,10,0
16,2,0,3,4,2,2,-0.1085,204,49,9,0
16,2,0,2,3,3,0,-0.1214,193,47,10,0
16,2,0,2,2,2,0,-0.0916,186,42,7,0
16,2,0,5,1,2,3,-0.1092,191,47,14,1
16,2,0,2,2,1,2,-0.119,175,52,8,0
16,2,0,3,3,2,0,-0.1127,162,45,10,0
16,2,0,4,4,3,2,-0.0988,165,25,16,0
16,2,0,2,4,3,0,-0.1065,165,33,10,0
16,2,0,1,2,3,0,-0.0977,192,43,14,0
16,2,0,2,4,3,0,-0.1249,172,41,5,0
16,2,0,3,4,2,0,-0.1077,157,44,18,0
16,2,0,5,2,3,3,-0.0897,177,49,9,1
16,2,0,1,2,2,0,-0.111,150,37,3,0
16,2,0,1,2,3,0,-0.0842,194,40,20,0
16,2,0,1,1,2,0,-0.117,165,36,8,0
16,2,0,3,4,2,0,-0.116,174,41,9,0
16,2,0,5,3,3,3,-0.1237,172,47,9,0
16,2,0,1,2,3,0,-0.0936,158,32,11,0
16,2,0,3,3,1,0,-0.1174,151,41,14,0
16,2,0,2,1,1,0,-0.101,155,44,7,0
16,2,0,3,2,1,4,-0.099,175,52,8,0
16,2,0,1,3,2,0,-0.0979,157,39,9,0
16,2,0,1,2,4,3,-0.1194,168,41,9,0
16,2,0,1,2,2,3,-0.115,199,39,12,0
16,2,0,4,4,2,2,-0.0991,186,42,7,0
17,2,0,2,3,3,0,-0.123,165,41,16,0
17,2,0,5,3,3,3,-0.1214,193,40,8,0
17,2,0,1,3,2,0,-0.1143,150,37,3,0
17,2,0,1,3,3,3,-0.1114,158,32,11,0
17,2,0,1,2,3,0,-0.1088,163,37,6,0
17,2,0,3,4,1,0,-0.0852,168,31,8,0
17,2,0,1,1,2,0,-0.1162,167,34,8,0
17,2,0,2,2,3,0,-0.1262,146,30,6,0
17,2,0,5,2,3,3,-0.1131,182,45,8,1
17,2,0,1,1,2,0,-0.1021,191,47,14,0
17,2,0,5,4,2,2,2.9336,184,57,6,1
17,2,0,1,2,3,0,-0.0892,192,43,14,0
17,2,0,1,2,2,0,-0.0967,184,57,6,0
17,2,0,2,4,2,2,-0.113,164,36,11,0
17,2,0,3,2,3,4,-0.1195,192,49,7,0
17,2,0,3,2,2,0,-0.079,178,44,11,0
17,2,0,1,3,2,0,-0.1048,163,34,10,0
17,2,0,1,4,2,0,-0.1139,150,37,3,0
17,2,0,1,1,4,0,-0.1169,168,41,9,0
17,2,0,4,1,3,2,-0.1254,172,41,5,0
17,2,0,1,1,3,0,-0.0961,184,38,7,0
17,2,0,4,2,2,5,-0.1154,180,41,8,0
17,2,0,4,3,2,3,-0.0932,165,44,12,0
17,2,0,5,3,2,5,-0.1165,178,44,11,0
17,2,0,1,3,2,3,-0.0776,186,42,7,0
17,2,0,1,1,3,0,-0.1212,165,25,16,0
17,2,0,2,4,2,2,-0.0875,167,36,16,0
17,2,0,2,3,3,0,-0.1207,174,46,9,0
17,2,0,1,2,2,0,-0.0786,167,34,8,0
18,2,0,3,1,2,3,-0.1131,157,44,18,1
18,2,0,5,2,3,3,-0.1254,193,47,10,0
18,2,0,1,1,3,0,-0.0964,163,37,6,0
18,2,0,2,4,3,0,-0.1154,177,37,16,0
18,2,0,1,2,3,0,-0.1142,173,35,9,0
18,2,0,2,3,3,0,-0.1106,169,42,4,0
18,2,0,2,3,2,3,-0.0778,158,45,15,0
18,2,0,4,4,4,2,-0.0769,160,34,11,0
18,2,0,1,3,3,0,-0.1249,169,46,5,0
18,2,0,1,3,3,0,-0.079,194,40,20,0
18,2,0,5,3,3,5,-0.1147,169,42,4,1
18,2,0,2,3,3,0,-0.1108,163,37,6,0
18,2,0,2,2,4,0,-0.1238,158,33,11,0
18,2,0,1,2,3,0,-0.1149,174,46,9,0
18,2,0,1,3,3,3,-0.1107,192,49,7,0
18,2,0,1,4,2,0,-0.0886,165,36,8,0
18,2,0,2,4,3,0,-0.0739,169,46,5,0
18,2,0,1,3,2,3,-0.0769,184,57,6,0
18,2,0,2,4,3,0,-0.1249,164,39,8,0
18,2,0,5,2,2,4,-0.1032,192,41,12,0
18,2,0,3,2,1,3,-0.123,189,49,15,1
18,2,0,2,3,2,0,-0.0883,192,41,12,0
18,2,0,1,1,4,0,-0.1262,160,34,11,0
18,2,0,1,1,2,0,-0.0969,167,45,7,0
18,2,0,2,2,2,0,-0.1219,167,36,16,0
18,2,0,2,1,2,2,-0.1208,199,39,12,0
18,2,0,1,1,2,0,-0.11,163,34,10,0
18,2,0,5,4,2,0,12.4059,173,50,8,1
19,2,0,2,2,2,0,-0.1198,162,45,10,0
19,2,0,1,1,3,0,-0.0887,163,37,6,0
19,2,0,1,1,1,0,-0.0934,168,31,8,0
19,2,0,1,3,3,0,-0.0775,169,46,5,0
19,2,0,3,3,3,0,-0.107,164,39,8,0
19,2,0,1,3,3,0,-0.1264,161,39,7,0
19,2,0,4,2,3,3,-0.0823,174,46,9,0
19,2,0,1,3,4,3,-0.0822,168,41,9,0
19,2,0,1,3,2,0,-0.0957,186,42,7,0
19,2,0,3,4,2,0,-0.1239,173,50,8,0
19,2,0,2,2,3,0,-0.1236,172,41,5,0
19,2,0,3,4,1,0,-0.0945,175,52,8,0
19,2,0,2,2,3,0,-0.1144,173,35,9,0
19,2,0,1,3,3,3,-0.1137,193,40,8,0
19,2,0,1,3,3,3,-0.1093,184,38,7,0
19,2,0,2,2,2,0,-0.1247,185,47,7,0
19,2,0,2,4,2,2,-0.114,168,47,13,0
19,2,0,5,3,2,3,-0.0972,168,47,13,0
19,2,0,2,4,3,2,-0.1201,174,46,9,0
19,2,0,3,4,3,0,-0.1192,168,44,7,0
19,2,0,2,2,2,2,-0.1229,165,36,8,0
19,2,0,4,2,3,3,-0.1088,176,44,11,1
19,2,0,4,1,3,3,-0.124,165,25,16,0
19,2,0,1,1,2,1,-0.1179,146,36,10,0
19,2,0,1,1,2,0,-0.1212,151,30,9,0
19,2,0,1,3,1,0,-0.1196,175,52,8,0
19,2,0,1,1,2,0,-0.1036,199,39,12,0
19,2,0,2,2,2,0,-0.109,181,46,12,0
19,2,0,3,3,3,3,-0.0906,184,38,7,0
19,2,0,4,3,2,3,-0.1249,167,45,7,0
19,2,0,4,3,4,3,-0.094,169,49,8,0
20,2,0,2,2,2,2,-0.0958,165,36,8,0
20,2,0,1,2,2,0,-0.124,180,41,8,0
20,2,0,2,3,3,0,-0.0977,175,44,16,0
20,2,0,1,2,4,3,-0.1054,158,33,11,0
20,2,0,1,2,2,0,-0.0876,167,36,16,0
20,2,0,2,4,2,0,-0.1028,165,44,12,0
20,2,0,4,4,3,2,-0.1041,179,41,9,0
20,2,0,2,2,2,0,-0.1073,165,36,8,0
20,2,0,1,1,3,0,-0.088,192,49,7,0
20,2,0,4,2,3,3,-0.1017,172,47,9,1
20,2,0,1,1,3,0,-0.1241,146,30,6,0
20,2,0,2,4,2,0,-0.1232,157,39,9,0
20,2,0,2,4,2,2,-0.1175,180,41,8,0
20,2,0,3,4,2,0,-0.0886,150,37,3,0
20,2,0,2,3,3,3,-0.1024,192,49,7,0
20,2,0,4,1,1,3,-0.0962,168,31,8,0
20,2,0,1,1,3,0,-0.1216,168,44,7,0
20,2,0,5,4,1,0,-0.1125,165,33,10,1
20,2,0,1,4,2,0,-0.123,180,41,8,0
20,2,0,2,1,2,3,-0.111,165,44,12,0
20,2,0,2,1,3,0,-0.1066,146,30,6,0
20,2,0,1,2,4,0,-0.123,165,38,8,0
20,2,0,1,1,2,0,-0.1233,181,46,12,0
20,2,0,1,3,2,3,-0.1126,204,49,9,0
20,2,0,1,1,3,0,-0.1193,165,33,10,0
20,2,0,1,2,3,3,-0.1261,177,37,16,0
20,2,0,1,3,2,0,-0.1259,165,44,12,0
20,2,0,2,3,2,3,-0.1032,165,36,8,0
21,2,0,4,3,2,5,-0.1229,162,45,10,0
21,2,0,4,4,2,2,-0.1242,180,41,8,0
21,2,0,1,3,2,0,-0.1103,163,34,10,0
21,2,0,2,2,2,0,-0.0975,192,41,12,0
21,2,0,1,1,2,0,-0.1221,181,46,12,0
21,2,0,1,2,2,0,-0.0852,157,39,9,0
21,2,0,4,3,3,5,-0.0806,158,32,11,0
21,2,0,1,3,3,0,-0.1161,194,40,20,0
21,2,0,3,4,2,2,-0.1039,164,28,10,0
21,2,0,2,2,3,0,-0.1211,167,34,17,0
21,2,0,2,4,3,0,-0.1071,163,37,6,0
21,2,0,1,3,3,3,-0.0929,172,41,5,0
21,2,0,1,3,3,0,-0.0809,173,35,9,0
21,2,0,3,1,3,3,-0.0893,173,35,9,0
21,2,0,2,1,2,0,-0.0897,146,36,10,0
21,2,0,2,4,2,2,-0.0989,178,44,11,0
21,2,0,3,4,3,2,-0.1033,184,38,7,0
21,2,0,5,2,3,3,-0.1016,177,37,16,1
21,2,0,5,4,1,0,10.602,155,44,7,1
21,2,0,4,4,3,0,-0.1263,184,38,7,0
21,2,0,2,1,3,3,-0.0874,179,41,9,0
21,2,0,3,2,2,0,-0.0982,150,37,3,0
21,2,0,3,1,2,2,-0.1244,178,44,11,0
21,2,0,3,1,3,3,-0.113,168,44,7,1
21,2,0,4,4,3,0,0.0687,175,44,16,1
21,2,0,3,3,3,3,-0.1105,184,38,7,0
21,2,0,4,4,2,2,-0.126,165,44,12,0
21,2,0,2,4,2,2,-0.092,167,45,7,0
21,2,0,4,2,4,4,-0.0988,160,34,11,0
21,2,0,5,3,3,3,-0.1141,192,43,14,0
21,2,0,2,2,2,3,-0.1234,191,47,14,0
21,2,0,1,1,2,0,-0.0811,191,47,14,0
21,2,0,2,2,3,0,-0.0916,193,47,10,0
21,2,0,1,3,2,3,-0.1189,146,36,10,0
21,2,0,3,4,3,2,-0.1106,177,37,16,0
21,2,0,3,4,3,0,-0.1137,194,40,20,0
21,2,0,5,2,3,3,-0.109,165,25,16,1
21,2,0,1,1,3,0,-0.1058,193,47,10,0
21,2,0,2,4,4,0,-0.1261,169,49,8,0
21,2,0,2,2,2,0,-0.1022,173,50,8,0
21,2,0,2,4,2,2,-0.1185,191,47,14,0
21,2,0,2,2,2,0,-0.1039,174,41,9,0
21,2,0,2,4,3,2,-0.116,165,33,10,0
22,2,0,1,1,2,1,-0.126,192,41,12,0
22,2,0,1,1,3,1,-0.1163,168,44,7,0
22,2,0,3,1,2,2,-0.0832,151,30,9,0
22,2,0,3,4,1,2,-0.1135,155,44,7,0
22,2,0,2,1,3,0,-0.1047,146,30,6,0
22,2,0,3,2,3,3,-0.1257,168,44,7,0
22,2,0,5,3,2,5,-0.0765,167,34,8,0
22,2,0,1,2,4,3,-0.1005,165,38,8,0
22,2,0,2,1,2,0,-0.1014,185,47,7,0
22,2,0,3,4,3,0,0.0753,169,46,5,1
22,2,0,2,4,3,2,-0.1023,174,46,9,0
22,2,0,1,4,3,0,-0.1055,158,32,11,0
22,2,0,1,2,2,2,-0.1121,192,41,12,0
22,2,0,2,3,2,3,-0.1262,191,47,14,0
22,2,0,1,3,3,3,-0.1261,193,40,8,0
22,2,0,2,2,2,0,-0.0934,146,36,10,0
22,2,0,3,2,3,3,-0.0769,177,37,16,1
22,2,0,2,4,4,0,-0.0957,168,41,9,0
22,2,0,3,2,2,0,-0.1227,199,39,12,0
22,2,0,4,4,3,0,0.0183,158,32,11,1
22,2,0,1,1,2,0,-0.0959,170,43,8,0
22,2,0,2,4,2,2,-0.0984,185,47,7,0
22,2,0,2,1,2,1,-0.1195,150,37,3,0
22,2,0,2,1,3,1,-0.1013,158,32,11,0
22,2,0,1,4,2,0,-0.1104,192,41,12,0
22,2,0,5,3,2,5,-0.1174,157,41,10,1
22,2,0,1,4,3,0,-0.101,177,37,16,0
22,2,0,5,2,4,4,-0.1003,158,33,11,0
22,2,0,5,4,1,0,-0.0955,177,37,16,1
22,2,0,1,3,3,0,-0.1013,174,46,9,0
22,2,0,2,3,3,3,-0.1256,179,41,9,0
23,2,0,2,1,2,0,-0.0945,181,46,12,0
23,2,0,1,3,2,3,-0.1197,163,34,10,0
23,2,0,3,4,2,0,-0.1183,167,45,7,0
23,2,0,2,1,2,1,-0.1045,163,34,10,0
23,2,0,2,1,3,2,-0.0732,169,42,4,0
23,2,0,2,2,3,0,-0.1147,163,37,6,0
23,2,0,1,2,3,2,-0.1162,161,39,7,0
23,2,0,1,1,2,0,-0.0847,158,45,15,0
23,2,0,5,2,2,4,-0.1108,167,36,16,0
23,2,0,3,2,2,3,-0.1162,163,34,10,0
23,2,0,4,2,2,5,-0.0978,186,42,7,0
23,2,0,1,3,3,0,-0.1027,193,46,16,0
23,2,0,3,1,3,3,-0.1071,193,46,16,0
23,2,0,5,2,3,4,-0.1064,174,46,9,0
23,2,0,1,3,2,0,-0.1165,158,45,15,0
23,2,0,5,3,3,5,-0.0954,161,39,7,0
23,2,0,2,2,3,0,-0.0809,164,39,8,0
23,2,0,1,1,3,0,-0.1132,176,44,11,0
23,2,0,1,1,2,0,-0.1209,157,39,9,0
23,2,0,1,1,3,0,-0.0763,182,45,8,0
23,2,0,5,2,2,4,-0.1248,186,42,7,0
23,2,0,1,2,3,0,-0.1255,172,41,5,0
0,3,1,4,4,3,0,-0.123,172,47,9,0
0,3,1,5,4,3,2,5.5803,169,46,5,1
0,3,1,3,1,3,3,-0.0813,158,32,11,0
0,3,1,5,2,2,5,-0.1191,178,44,11,0
0,3,1,5,1,2,3,-0.0875,178,44,11,1
0,3,1,1,1,3,0,-0.1178,193,40,8,0
0,3,1,1,3,2,3,-0.1184,164,36,11,0
0,3,1,1,3,3,0,-0.1003,161,39,7,0
0,3,1,2,3,2,3,-0.0883,191,47,14,0
0,3,1,3,2,3,3,-0.1208,192,43,14,0
0,3,1,4,4,3,0,0.2324,169,46,5,1
0,3,1,2,4,3,0,-0.0777,193,46,16,0
0,3,1,1,3,3,3,-0.1062,177,49,9,0
0,3,1,5,2,3,4,-0.0809,174,46,9,0
0,3,1,1,2,2,2,-0.1088,181,46,12,0
0,3,1,2,1,2,1,-0.0926,204,49,9,0
0,3,1,1,3,2,0,-0.119,192,41,12,0
0,3,1,5,1,2,3,-0.101,181,46,12,1
0,3,1,4,2,1,5,-0.0851,189,49,15,0
0,3,1,2,4,2,2,-0.0824,181,46,12,0
0,3,1,3,1,1,2,-0.1252,189,49,15,0
1,3,1,2,1,2,0,-0.1022,173,50,8,0
1,3,1,5,2,3,3,-0.108,169,46,5,0
1,3,1,4,2,3,4,-0.1183,161,39,7,0
1,3,1,4,3,2,5,-0.1263,184,57,6,0
1,3,1,1,1,2,0,-0.1234,181,46,12,0
1,3,1,4,3,2,0,-0.0892,180,41,8,0
1,3,1,1,2,3,0,-0.0861,159,36,11,0
1,3,1,3,4,1,0,-0.1165,155,44,7,1
1,3,1,2,1,3,3,-0.1017,194,40,20,0
1,3,1,1,3,3,0,-0.1098,184,38,7,0
1,3,1,1,4,3,0,-0.0962,172,47,9,0
1,3,1,3,4,4,0,-0.1253,160,34,11,0
1,3,1,1,1,3,0,-0.0798,173,35,9,0
1,3,1,3,4,3,2,-0.1258,174,46,9,0
1,3,1,5,2,2,5,-0.1043,157,39,9,0
1,3,1,3,4,2,2,-0.1263,151,30,9,0
1,3,1,3,4,3,2,-0.1042,193,46,16,0
1,3,1,2,2,3,2,-0.1031,193,46,16,0
1,3,1,1,1,2,0,-0.1161,146,36,10,0
1,3,1,5,2,3,3,-0.099,184,38,7,1
1,3,1,2,4,3,0,-0.1193,163,37,6,0
1,3,1,1,1,2,0,-0.0879,165,36,8,0
1,3,1,1,1,2,0,-0.1168,157,44,18,0
