hour_of_day,day_of_week,is_off_hours,severity,category_risk,role_risk_score,status_risk,bytes_zscore,user_event_count,user_patient_access_count,user_failed_login_count,is_anomaly,anomaly_score,risk_score,risk_level
1,5,1,2,1,3,0,-0.1081,164,39,8,0,0.3112396541097936,31.7,Medium
1,5,1,5,2,3,3,-0.1096,168,44,7,0,0.41899213146922343,63.7,High
1,5,1,3,3,3,0,-0.0956,194,40,20,0,0.5702342342039378,46.7,Medium
1,5,1,1,2,3,2,-0.112,169,42,4,0,0.3952077553846085,39.7,Medium
1,5,1,1,3,3,0,-0.119,193,47,10,0,0.38617912448888947,36.7,Medium
1,5,1,5,4,1,0,12.8089,189,49,15,1,1.0,70.0,High
1,5,1,1,2,3,0,-0.1195,173,35,9,0,0.3234534804126593,31.7,Medium
1,5,1,5,3,2,5,-0.1208,174,41,9,0,0.5038080791801383,73.3,High
1,5,1,3,4,2,0,-0.1267,157,41,10,0,0.3718008758004647,48.3,Medium
1,5,1,2,4,2,0,-0.0954,146,36,10,0,0.45112881308356756,43.3,Medium
1,5,1,5,2,3,3,-0.0796,179,41,9,0,0.4614231584068065,63.7,High
1,5,1,1,1,2,0,-0.1232,157,44,18,0,0.5652636929894601,23.3,Medium
1,5,1,5,3,3,3,-0.1116,174,46,9,0,0.39233629542130266,68.7,High
1,5,1,5,3,2,5,-0.0821,151,30,9,0,0.7434995213122326,73.3,High
1,5,1,4,4,2,2,5.2141,180,41,8,0,0.6316087739568308,76.3,High
1,5,1,1,3,2,3,-0.1151,157,41,10,0,0.3639115645942973,45.3,Medium
1,5,1,3,4,3,0,-0.1112,172,41,5,0,0.37065825080974946,51.7,High
1,5,1,4,4,2,2,-0.1263,146,36,10,0,0.60017357273858,61.3,High
1,5,1,3,1,3,2,-0.0979,146,30,6,0,0.5966629917914144,44.7,Medium
1,5,1,1,2,2,0,-0.1163,146,36,10,0,0.40642961130369837,28.3,Medium
1,5,1,1,2,2,2,-0.1226,164,28,10,0,0.417190463548637,36.3,Medium
1,5,1,1,3,3,3,-0.0883,179,41,9,0,0.3735766892468809,48.7,Medium
1,5,1,1,1,2,0,-0.1235,184,57,6,0,0.5298279995669174,23.3,Medium
1,5,1,3,2,3,3,-0.1106,168,44,7,0,0.28934345697183705,53.7,High
1,5,1,2,1,3,0,-0.1227,179,41,9,0,0.3333057787938729,31.7,Medium
1,5,1,4,4,3,2,-0.0817,192,43,14,0,0.5414789731576104,64.7,High
1,5,1,2,3,2,0,-0.1149,170,43,8,0,0.25166819013097097,38.3,Medium
2,5,1,2,2,2,0,-0.0843,199,39,12,0,0.37446524486506483,33.3,Medium
2,5,1,2,1,3,3,-0.1037,194,40,20,0,0.616365641596339,43.7,Medium
2,5,1,2,1,2,0,-0.0895,173,50,8,0,0.31583921844216434,28.3,Medium
2,5,1,2,4,3,0,-0.1072,172,47,9,0,0.27606075782562367,46.7,Medium
2,5,1,2,2,4,0,-0.108,160,34,11,0,0.4067077630295066,40.0,Medium
2,5,1,5,2,3,3,-0.1036,169,42,4,0,0.5235187316029217,63.7,High
2,5,1,1,1,3,0,-0.0975,165,25,16,0,0.4802467460814962,26.7,Medium
2,5,1,5,1,3,3,-0.1234,192,43,14,0,0.5985068239632636,58.7,High
2,5,1,1,3,3,3,-0.0841,158,32,11,0,0.41140090661721374,48.7,Medium
2,5,1,3,4,2,2,-0.1112,164,36,11,0,0.34825660724569396,56.3,High
2,5,1,3,4,3,0,-0.0952,173,35,9,0,0.3473328410150377,51.7,High
2,5,1,1,2,3,2,-0.0735,174,46,9,0,0.38355712364384886,39.7,Medium
2,5,1,1,2,2,0,-0.1221,199,39,12,0,0.3971974746236122,28.3,Medium
2,5,1,2,4,2,0,-0.1019,158,45,15,0,0.3802410692710365,43.3,Medium
2,5,1,1,1,3,0,-0.1041,165,41,16,0,0.3467034305206018,26.7,Medium
2,5,1,4,4,2,0,0.216,168,47,13,0,0.5044636001742513,54.4,High
2,5,1,1,2,3,0,-0.11,172,41,5,0,0.32099536374655924,31.7,Medium
2,5,1,2,1,3,0,-0.1145,182,45,8,0,0.2775298460087591,31.7,Medium
2,5,1,2,4,3,0,-0.1137,192,49,7,0,0.37527973672648696,46.7,Medium
2,5,1,1,1,2,1,-0.1129,163,34,10,0,0.31172989760528946,27.3,Medium
2,5,1,4,3,2,0,-0.1013,178,44,11,0,0.3281035331942681,48.3,Medium
2,5,1,2,4,1,2,-0.0938,175,52,8,0,0.4668676069889125,48.0,Medium
2,5,1,3,2,3,3,-0.0951,172,47,9,0,0.3056462311443684,53.7,High
2,5,1,1,1,2,0,-0.126,170,43,8,0,0.3161972328045307,23.3,Medium
2,5,1,1,3,3,0,-0.1161,182,45,8,0,0.2927542109871172,36.7,Medium
2,5,1,1,1,2,0,-0.0856,164,28,10,0,0.4112725329432333,23.3,Medium
2,5,1,2,3,2,0,-0.0958,178,44,11,0,0.2606471093547502,38.3,Medium
2,5,1,3,4,4,0,-0.1263,169,49,8,0,0.4775510375177461,55.0,High
3,5,1,4,4,3,0,-0.1056,182,45,8,0,0.36380621560713566,56.7,High
3,5,1,3,4,2,2,-0.0968,164,36,11,0,0.3572071849330314,56.3,High
3,5,1,2,1,2,1,-0.098,167,36,16,0,0.37732346302142916,32.3,Medium
3,5,1,3,4,1,2,-0.0961,189,49,15,0,0.5567484634489839,53.0,High
3,5,1,2,4,2,2,-0.1231,181,46,12,0,0.34365313519775553,51.3,High
3,5,1,2,4,3,0,-0.1081,193,40,8,0,0.39963746140422474,46.7,Medium
3,5,1,1,2,2,0,-0.122,157,44,18,0,0.4775316931854111,28.3,Medium
3,5,1,2,1,2,0,-0.1144,164,28,10,0,0.34849717958519255,28.3,Medium
3,5,1,4,4,1,2,-0.0967,151,41,14,0,0.5673829151062835,58.0,High
3,5,1,2,3,3,0,-0.1201,192,43,14,0,0.38822312858680963,41.7,Medium
3,5,1,3,4,3,0,-0.1065,168,44,7,0,0.3026278560903066,51.7,High
3,5,1,2,4,3,2,-0.1214,192,49,7,0,0.4282681465244328,54.7,High
3,5,1,5,2,2,3,-0.1246,186,42,7,0,0.45423267743064777,60.3,High
3,5,1,3,4,3,2,-0.095,161,39,7,0,0.34449547453261065,59.7,High
3,5,1,3,4,2,0,-0.1253,150,37,3,0,0.5353428098638944,48.3,Medium
3,5,1,4,3,3,3,-0.1064,172,47,9,0,0.2902929665215038,63.7,High
3,5,1,1,1,3,0,-0.1029,192,43,14,0,0.459071183725987,26.7,Medium
3,5,1,3,4,3,2,-0.103,168,44,7,0,0.3115786165082832,59.7,High
3,5,1,1,1,3,0,-0.1236,159,36,11,0,0.3314863286760409,26.7,Medium
3,5,1,1,3,4,3,-0.1153,169,49,8,0,0.4830400733695477,52.0,High
3,5,1,1,1,2,0,-0.1136,146,36,10,0,0.41713107090825385,23.3,Medium
3,5,1,1,3,2,0,-0.0953,199,39,12,0,0.44104415837833977,33.3,Medium
3,5,1,3,4,3,0,-0.1171,174,46,9,0,0.2885687943172255,51.7,High
3,5,1,3,1,3,2,-0.1204,182,45,8,0,0.33773014987645955,44.7,Medium
3,5,1,3,2,3,4,-0.1016,167,34,17,0,0.46719615038850537,57.7,High
3,5,1,5,2,2,4,-0.1,165,44,12,0,0.5145252907215159,64.3,High
3,5,1,3,4,2,2,-0.1271,184,57,6,0,0.4585518082019995,56.3,High
3,5,1,5,2,4,4,-0.099,158,33,11,0,0.6510551413525799,71.0,High
3,5,1,1,1,3,1,-0.086,165,41,16,0,0.4294366337398652,30.7,Medium
3,5,1,4,1,2,2,-0.1113,204,49,9,0,0.5242894939857938,46.3,Medium
4,5,1,3,4,3,2,-0.1119,167,34,17,0,0.4852872552125591,59.7,High
4,5,1,5,3,2,5,-0.1096,157,39,9,0,0.532456571969824,73.3,High
4,5,1,3,4,3,0,-0.1183,176,44,11,0,0.3075892853199448,51.7,High
4,5,1,1,1,2,0,-0.1191,162,45,10,0,0.2901240556654935,23.3,Medium
4,5,1,1,1,3,0,-0.1031,174,46,9,0,0.2833785913783897,26.7,Medium
4,5,1,5,4,1,2,-0.0981,167,36,16,0,0.6454626836957733,63.0,High
4,5,1,1,3,2,3,-0.1271,157,44,18,0,0.5492715090618547,45.3,Medium
4,5,1,3,4,2,0,-0.1098,157,41,10,0,0.30841186961504274,48.3,Medium
4,5,1,2,4,3,0,-0.1047,193,47,10,0,0.3712982136625864,46.7,Medium
4,5,1,3,1,2,3,-0.1189,167,36,16,0,0.42068210769766734,45.3,Medium
4,5,1,2,2,1,0,-0.1166,189,49,15,0,0.44130398621429656,30.0,Medium
4,5,1,2,1,3,1,-0.1267,194,40,20,0,0.6139367478560094,35.7,Medium
4,5,1,3,4,3,2,-0.1228,163,37,6,0,0.37916528911147174,59.7,High
4,5,1,5,2,4,3,-0.1057,158,33,11,0,0.5971385036093644,67.0,High
4,5,1,1,1,3,0,-0.1181,165,33,10,0,0.295563427447305,26.7,Medium
4,5,1,4,2,1,3,-0.1079,151,41,14,0,0.5348619734139994,52.0,High
4,5,1,4,4,1,0,-0.113,151,41,14,0,0.54290449453847,50.0,Medium
4,5,1,1,1,3,1,-0.1027,165,25,16,0,0.4930784599333843,30.7,Medium
4,5,1,2,4,2,0,-0.1151,167,45,7,0,0.23947126602455604,43.3,Medium
4,5,1,5,2,1,5,-0.1173,168,31,8,0,0.6276885470527704,65.0,High
4,5,1,2,1,2,1,-0.1029,164,36,11,0,0.2885161956838902,32.3,Medium
4,5,1,2,2,4,0,-0.0757,158,33,11,0,0.4789422541251096,40.0,Medium
4,5,1,2,3,3,0,-0.126,165,41,16,0,0.36592832174243684,41.7,Medium
4,5,1,3,4,2,2,-0.0898,151,30,9,0,0.5036536718647074,56.3,High
4,5,1,1,3,2,0,-0.1028,173,50,8,0,0.3091726944423614,33.3,Medium
4,5,1,1,1,2,0,-0.1061,158,45,15,0,0.3585650036311717,23.3,Medium
4,5,1,1,2,2,0,-0.1073,165,44,12,0,0.28091916805217876,28.3,Medium
4,5,1,1,2,2,0,-0.0944,181,46,12,0,0.31503043828324595,28.3,Medium
4,5,1,1,1,1,0,-0.1167,168,31,8,0,0.42442743589543086,20.0,Low
4,5,1,1,2,3,0,-0.1227,165,33,10,0,0.3008564543740253,31.7,Medium
5,5,1,4,2,3,4,-0.0974,177,37,16,0,0.4860052429116848,62.7,High
5,5,1,1,1,2,0,-0.1187,191,47,14,0,0.45139206002915144,23.3,Medium
5,5,1,5,4,1,0,-0.0993,173,50,8,0,0.5637051689807036,55.0,High
5,5,1,2,4,3,0,-0.0986,165,33,10,0,0.3418517053239306,46.7,Medium
5,5,1,5,2,2,3,-0.109,180,41,8,0,0.39125132145814223,60.3,High
5,5,1,2,2,3,2,-0.1103,161,39,7,0,0.27021407507599216,44.7,Medium
5,5,1,2,3,3,3,-0.0961,158,32,11,0,0.34460771265751267,53.7,High
5,5,1,3,1,1,3,-0.1209,175,52,8,0,0.5374723517904496,42.0,Medium
5,5,1,1,3,2,3,-0.1158,164,36,11,0,0.35704445072073077,45.3,Medium
5,5,1,4,2,3,5,-0.1075,165,25,16,0,0.619213428436219,66.7,High
5,5,1,4,2,2,4,-0.107,151,30,9,0,0.48660822153108907,59.3,High
5,5,1,3,4,3,0,-0.125,165,33,10,0,0.3848767713244886,51.7,High
5,5,1,2,2,2,0,-0.0906,186,42,7,0,0.32083543931443337,33.3,Medium
5,5,1,1,1,2,0,-0.1255,173,50,8,0,0.36099852290835577,23.3,Medium
5,5,1,5,3,3,3,-0.1264,184,38,7,0,0.46525099376951917,68.7,High
5,5,1,2,4,3,0,-0.1084,165,33,10,0,0.33302442744860095,46.7,Medium
5,5,1,1,3,3,3,-0.1262,177,37,16,0,0.450703572751757,48.7,Medium
5,5,1,1,1,1,1,-0.0984,175,52,8,0,0.5359728918650213,24.0,Medium
5,5,1,5,2,3,3,-0.0965,161,39,7,0,0.46848466655058985,63.7,High
5,5,1,1,1,2,0,-0.1255,164,28,10,0,0.36865663485214084,23.3,Medium
5,5,1,2,3,3,3,-0.102,164,39,8,0,0.27231130475088694,53.7,High
5,5,1,3,1,3,2,-0.0973,192,49,7,0,0.4600659869005783,44.7,Medium
5,5,1,4,4,2,0,-0.1172,173,50,8,0,0.33612149575301964,53.3,High
5,5,1,4,4,3,0,0.2693,163,37,6,0,0.4866385644652014,58.0,High
5,5,1,2,2,3,0,-0.0958,172,41,5,0,0.3208035554729859,36.7,Medium
5,5,1,4,3,3,5,-0.1131,169,42,4,0,0.4802211867225016,71.7,High
5,5,1,2,1,2,0,-0.1131,181,46,12,0,0.31671724341197005,28.3,Medium
5,5,1,1,1,2,0,-0.1233,165,44,12,0,0.3363427773833084,23.3,Medium
5,5,1,3,2,3,3,-0.1185,169,42,4,0,0.3650819803310129,53.7,High
5,5,1,5,2,2,3,-0.1196,186,42,7,0,0.4409628759064793,60.3,High
5,5,1,5,3,2,3,-0.0857,199,39,12,0,0.553779086128389,65.3,High
5,5,1,1,4,3,0,-0.1158,182,45,8,0,0.3459380171036267,41.7,Medium
5,5,1,4,3,2,0,-0.1201,170,43,8,0,0.30419605987724685,48.3,Medium
5,5,1,4,3,3,5,-0.1188,193,47,10,0,0.4851446183271928,71.7,High
5,5,1,4,1,2,3,-0.0899,184,57,6,0,0.568154493064378,50.3,Medium
5,5,1,3,4,2,0,-0.11,165,44,12,0,0.3130210414376622,48.3,Medium
5,5,1,3,4,3,0,-0.1081,175,44,16,0,0.4224901916216359,51.7,High
5,5,1,5,2,3,4,-0.1175,169,46,5,0,0.4947263704381688,67.7,High
6,5,0,4,4,2,2,-0.1146,163,34,10,0,0.2261613227897019,41.3,Medium
6,5,0,1,3,3,0,-0.1182,165,25,16,0,0.33311192860164707,16.7,Low
6,5,0,1,4,2,0,-0.104,170,43,8,0,0.12969384354592317,18.3,Low
6,5,0,4,2,3,3,-0.0959,184,38,7,0,0.19328123304789202,38.7,Medium
6,5,0,2,1,3,0,-0.1263,173,35,9,0,0.19769232166552153,11.7,Low
6,5,0,3,4,3,0,-0.0993,173,35,9,0,0.1604395616161859,31.7,Medium
6,5,0,1,2,3,0,-0.1014,177,37,16,0,0.24949280923864148,11.7,Low
6,5,0,2,2,3,0,-0.1255,167,34,17,0,0.26810029736904484,16.7,Low
6,5,0,4,2,2,3,-0.111,178,44,11,0,0.15506674322939562,35.3,Medium
6,5,0,2,1,2,0,-0.1173,163,34,10,0,0.13168168063616426,8.3,Low
6,5,0,4,1,2,2,-0.1089,191,47,14,0,0.3442189449149773,26.3,Medium
6,5,0,1,4,3,0,-0.1186,175,44,16,0,0.2786256465148377,21.7,Medium
6,5,0,1,1,2,0,-0.0972,167,45,7,0,0.1469526835310172,3.3,Low
6,5,0,4,4,2,0,0.1305,167,36,16,0,0.42848460864896454,34.0,Medium
6,5,0,1,3,2,3,-0.0912,174,41,9,0,0.169102176369904,25.3,Medium
6,5,0,1,2,2,0,-0.118,174,41,9,0,0.09881595492870043,8.3,Low
6,5,0,2,4,3,2,-0.1267,182,45,8,0,0.22677247463811157,34.7,Medium
6,5,0,2,2,2,0,-0.1084,181,46,12,0,0.1288666324468487,13.3,Low
6,5,0,1,2,2,3,-0.1202,204,49,9,0,0.39869160800134396,20.3,Low
6,5,0,2,4,3,0,-0.1095,161,39,7,0,0.14002159954730864,26.7,Medium
6,5,0,2,2,2,0,-0.1244,185,47,7,0,0.16795496935977638,13.3,Low
6,5,0,4,4,3,0,0.0896,146,30,6,0,0.5814300280096057,37.1,Medium
6,5,0,1,2,3,0,-0.0923,163,37,6,0,0.15953879165767837,11.7,Low
6,5,0,2,3,2,0,-0.1091,167,45,7,0,0.0689165412854773,18.3,Low
6,5,0,3,2,3,0,-0.1102,173,35,9,0,0.15277873645372053,21.7,Medium
6,5,0,2,4,3,2,-0.0993,165,33,10,0,0.23423088732945618,34.7,Medium
6,5,0,3,4,4,2,-0.1229,158,33,11,0,0.44402180527502044,43.0,Medium
6,5,0,2,2,2,0,-0.1125,204,49,9,0,0.27265163247249535,13.3,Low
6,5,0,2,3,2,3,-0.0986,164,28,10,0,0.27408061963004937,30.3,Medium
6,5,0,5,2,3,5,-0.1185,192,49,7,0,0.44992032269744964,51.7,High
6,5,0,2,1,3,1,-0.0855,175,44,16,0,0.31423480933425185,15.7,Low
7,5,0,3,4,2,2,-0.0928,174,41,9,0,0.1499537030672038,36.3,Medium
7,5,0,2,1,2,0,-0.1059,164,28,10,0,0.2066370279355081,8.3,Low
7,5,0,2,3,3,3,-0.1011,165,41,16,0,0.2241827242875416,33.7,Medium
7,5,0,5,1,1,3,-0.1177,168,31,8,0,0.445666921966938,32.0,Medium
7,5,0,3,3,2,0,-0.0841,167,45,7,0,0.09976118092610353,23.3,Medium
7,5,0,3,4,3,2,-0.0958,192,49,7,0,0.27381588344324537,39.7,Medium
7,5,0,1,2,2,0,-0.12,186,42,7,0,0.16148962099541242,8.3,Low
7,5,0,1,4,3,0,-0.115,172,41,5,0,0.1878283453903582,21.7,Medium
7,5,0,4,4,1,2,-0.1157,155,44,7,0,0.3879593892554436,38.0,Medium
7,5,0,1,1,4,1,-0.1248,158,33,11,0,0.4018154232825635,14.0,Low
7,5,0,5,2,2,4,-0.124,186,42,7,0,0.29632803806654173,44.3,Medium
7,5,0,4,4,3,0,-0.1,177,49,9,0,0.1602688588988599,36.7,Medium
7,5,0,5,3,2,5,-0.1122,167,45,7,0,0.32459732000059394,53.3,High
7,5,0,1,2,3,2,-0.1228,174,46,9,0,0.15085535124884975,19.7,Low
7,5,0,1,2,3,0,-0.0971,192,49,7,0,0.22830471029597887,11.7,Low
7,5,0,3,1,3,3,-0.0989,168,44,7,0,0.19439874526101386,28.7,Medium
7,5,0,1,1,1,0,-0.1048,189,49,15,0,0.41651408475890583,0.0,Low
7,5,0,4,3,3,3,-0.1233,168,44,7,0,0.13600164942439474,43.7,Medium
7,5,0,1,3,2,0,-0.0824,146,36,10,0,0.3299185636306675,13.3,Low
7,5,0,2,4,4,0,-0.1077,158,33,11,0,0.3516552086465853,30.0,Medium
7,5,0,1,2,3,0,-0.1009,176,44,11,0,0.12524471686693106,11.7,Low
7,5,0,5,2,3,4,-0.0925,193,40,8,0,0.34606693632194063,47.7,Medium
7,5,0,2,4,2,2,-0.1185,174,41,9,0,0.14526410917831067,31.3,Medium
7,5,0,5,2,2,3,-0.1159,167,45,7,0,0.18579303856620066,40.3,Medium
7,5,0,2,2,3,0,-0.1175,176,44,11,0,0.0925647970369895,16.7,Low
7,5,0,5,2,2,4,-0.1242,186,42,7,0,0.297827674593119,44.3,Medium
7,5,0,2,1,1,0,-0.1081,155,44,7,0,0.3147868605110926,5.0,Low
7,5,0,2,1,2,1,-0.1127,167,36,16,0,0.198601878351647,12.3,Low
7,5,0,5,3,3,3,-0.0994,193,40,8,0,0.30776352586661204,48.7,Medium
7,5,0,3,3,3,3,-0.1246,172,41,5,0,0.1555868327738822,38.7,Medium
7,5,0,2,3,1,3,-0.1059,151,41,14,0,0.32898575398266405,27.0,Medium
8,5,0,1,1,3,0,-0.1187,167,34,17,0,0.2792898294998981,6.7,Low
8,5,0,2,1,2,0,-0.1061,157,41,10,0,0.10400348379384816,8.3,Low
8,5,0,1,4,1,0,-0.1063,155,44,7,0,0.2714319487409068,15.0,Low
8,5,0,5,2,2,3,-0.097,162,45,10,0,0.19583870180712248,40.3,Medium
8,5,0,2,2,3,2,-0.126,193,46,16,0,0.268988439867788,24.7,Medium
8,5,0,3,2,2,5,-0.1087,192,41,12,0,0.3312537103747042,38.3,Medium
8,5,0,1,1,3,1,-0.0876,177,49,9,0,0.22481689982512976,10.7,Low
8,5,0,1,2,3,0,-0.1233,159,36,11,0,0.14021024165900953,11.7,Low
8,5,0,4,4,4,0,-0.1056,158,33,11,0,0.39025121690190523,40.0,Medium
8,5,0,1,2,3,0,-0.106,174,46,9,0,0.09609118633329605,11.7,Low
8,5,0,1,3,3,0,-0.119,193,46,16,0,0.3041168525452035,16.7,Low
8,5,0,1,1,3,0,-0.1178,161,39,7,0,0.15181501996724556,6.7,Low
8,5,0,4,2,2,3,-0.105,151,30,9,0,0.2519964228764441,35.3,Medium
8,5,0,4,4,2,0,0.1313,146,36,10,0,0.4960313673229123,34.0,Medium
8,5,0,5,2,2,3,-0.1231,151,30,9,0,0.4001600453996955,40.3,Medium
8,5,0,4,2,3,3,-0.1134,158,32,11,0,0.16655138049272777,38.7,Medium
8,5,0,1,1,2,0,-0.0935,164,28,10,0,0.2465764442681423,3.3,Low
8,5,0,1,3,2,0,-0.1256,170,43,8,0,0.11400463158585772,13.3,Low
8,5,0,3,4,2,2,-0.1128,164,36,11,0,0.15811369275396558,36.3,Medium
8,5,0,3,2,3,3,-0.1054,192,43,14,0,0.2436108166865204,33.7,Medium
8,5,0,2,3,3,0,-0.0909,159,36,11,0,0.12581342020505515,21.7,Medium
8,5,0,5,1,3,3,-0.1232,165,33,10,0,0.3415937847801439,38.7,Medium
8,5,0,1,2,3,0,-0.0819,169,46,5,0,0.16400015020644143,11.7,Low
8,5,0,4,3,4,3,-0.1165,158,33,11,0,0.38370510519126033,47.0,Medium
8,5,0,3,1,2,3,-0.1025,165,36,8,0,0.15557270112732002,25.3,Medium
8,5,0,5,3,2,5,-0.1148,167,34,8,0,0.34354918487319697,53.3,High
8,5,0,3,4,1,0,0.1512,151,41,14,0,0.49778072627321945,25.8,Medium
8,5,0,2,2,2,3,-0.1081,151,30,9,0,0.2289179040874847,25.3,Medium
8,5,0,1,3,2,0,-0.1198,157,39,9,0,0.13164154061187006,13.3,Low
8,5,0,3,4,2,0,-0.1257,180,41,8,0,0.13677060856182344,28.3,Medium
8,5,0,1,1,4,0,-0.1046,168,41,9,0,0.32502517812103837,10.0,Low
9,5,0,5,2,2,3,-0.1271,191,47,14,0,0.36035644661773814,40.3,Medium
9,5,0,2,2,2,0,-0.1258,170,43,8,0,0.05872093844639836,13.3,Low
9,5,0,1,4,2,0,-0.1124,162,45,10,0,0.1184643061549725,18.3,Low
9,5,0,2,1,3,0,-0.1156,182,45,8,0,0.12662481086853983,11.7,Low
9,5,0,1,3,4,0,-0.1205,158,33,11,0,0.3167503036148591,20.0,Low
9,5,0,2,1,3,0,-0.1267,169,46,5,0,0.16556017012216873,11.7,Low
9,5,0,5,3,3,5,-0.0878,146,30,6,0,0.6333105151549367,56.7,High
9,5,0,5,2,3,5,-0.1258,194,40,20,0,0.6018683509051741,51.7,High
9,5,0,2,1,2,0,-0.1262,167,34,8,0,0.14468558774036244,8.3,Low
9,5,0,1,1,3,0,-0.1086,193,47,10,0,0.22573228004651424,6.7,Low
9,5,0,1,2,4,0,-0.1084,160,34,11,0,0.32693041795292643,15.0,Low
9,5,0,4,4,3,0,-0.12,192,43,14,0,0.27964716348272434,36.7,Medium
9,5,0,2,4,2,0,-0.0978,199,39,12,0,0.21580897885735806,23.3,Medium
9,5,0,1,3,3,3,-0.115,175,44,16,0,0.24355071164302056,28.7,Medium
9,5,0,1,1,3,1,-0.1217,176,44,11,0,0.1688702512906779,10.7,Low
9,5,0,1,3,2,0,-0.1202,191,47,14,0,0.2717561019218141,13.3,Low
9,5,0,1,1,2,0,-0.0861,199,39,12,0,0.26661483455448765,3.3,Low
9,5,0,5,3,3,3,-0.0962,165,41,16,0,0.352605379337693,48.7,Medium
9,5,0,2,2,3,0,-0.126,182,45,8,0,0.09961879036155841,16.7,Low
9,5,0,2,3,2,0,-0.1133,157,41,10,0,0.0737972988439205,18.3,Low
9,5,0,2,3,3,3,-0.0984,172,41,5,0,0.13007934490247974,33.7,Medium
9,5,0,3,4,4,2,-0.0864,158,33,11,0,0.4245285541352932,43.0,Medium
9,5,0,1,1,2,0,-0.0974,157,39,9,0,0.1589734726676143,3.3,Low
9,5,0,1,4,3,0,-0.085,165,25,16,0,0.41204202770332354,21.7,Medium
9,5,0,2,4,3,0,-0.0871,193,40,8,0,0.22053448209350357,26.7,Medium
9,5,0,3,2,3,0,-0.0889,165,25,16,0,0.3452607567438729,21.7,Medium
9,5,0,5,2,3,4,-0.1077,172,47,9,0,0.22763737608689227,47.7,Medium
9,5,0,2,3,4,0,-0.1122,160,34,11,0,0.2842630035950431,25.0,Medium
9,5,0,1,2,3,0,-0.1225,159,36,11,0,0.12259319671988622,11.7,Low
9,5,0,1,2,3,0,-0.0883,193,40,8,0,0.18573123567473004,11.7,Low
9,5,0,1,3,2,3,-0.0987,178,44,11,0,0.17777241176925418,25.3,Medium
9,5,0,2,1,2,0,-0.095,191,47,14,0,0.2707421016964492,8.3,Low
9,5,0,3,2,4,4,-0.1082,160,34,11,0,0.398565113627538,41.0,Medium
9,5,0,4,2,2,4,-0.0905,178,44,11,0,0.20761108778877613,39.3,Medium
9,5,0,1,2,4,0,-0.1064,165,38,8,0,0.28268846615277854,15.0,Low
9,5,0,1,1,2,0,-0.0857,186,42,7,0,0.21147649098897559,3.3,Low
9,5,0,1,2,2,0,-0.1202,167,34,8,0,0.10158159117513799,8.3,Low
9,5,0,3,2,2,5,-0.1137,181,46,12,0,0.29948715722277996,38.3,Medium
10,5,0,5,2,1,3,-0.0961,189,49,15,0,0.487618254187943,37.0,Medium
10,5,0,4,4,3,2,-0.0759,165,25,16,0,0.4870636822209564,44.7,Medium
10,5,0,1,3,2,0,-0.0963,167,34,8,0,0.12310740573685452,13.3,Low
10,5,0,2,2,2,3,-0.1036,157,44,18,0,0.33153302009291674,25.3,Medium
10,5,0,1,1,1,0,-0.1224,175,52,8,0,0.3484687166206264,0.0,Low
10,5,0,1,2,3,2,-0.1229,172,47,9,0,0.13659746360134406,19.7,Low
10,5,0,4,2,3,5,-0.1191,193,40,8,0,0.3261625827276827,46.7,Medium
10,5,0,3,1,2,3,-0.1192,165,36,8,0,0.1428734677977993,25.3,Medium
10,5,0,1,2,4,0,-0.1171,168,41,9,0,0.2547606299051638,15.0,Low
10,5,0,4,4,3,2,-0.1016,182,45,8,0,0.19355505796568795,44.7,Medium
10,5,0,1,1,1,0,-0.1258,175,52,8,0,0.3721024845995574,0.0,Low
10,5,0,5,2,1,3,-0.1096,151,41,14,0,0.4554940893505103,37.0,Medium
10,5,0,1,2,3,0,-0.0881,158,32,11,0,0.15994505195906605,11.7,Low
10,5,0,5,2,2,4,-0.1172,151,30,9,0,0.4263604314723287,44.3,Medium
10,5,0,3,2,4,2,-0.0994,165,38,8,0,0.25956288785302417,33.0,Medium
10,5,0,1,2,3,0,-0.1095,174,46,9,0,0.07454410224853203,11.7,Low
10,5,0,2,2,2,2,-0.1104,168,47,13,0,0.1007294416039809,21.3,Medium
10,5,0,1,1,2,0,-0.1254,167,34,8,0,0.14722428107981533,3.3,Low
10,5,0,2,1,2,1,-0.0945,157,44,18,0,0.3397944855611422,12.3,Low
10,5,0,2,4,2,0,-0.1054,185,47,7,0,0.13654300986109824,23.3,Medium
10,5,0,2,1,3,0,-0.1196,169,42,4,0,0.15778950925814994,11.7,Low
10,5,0,2,4,1,2,-0.1057,175,52,8,0,0.34318893504131076,28.0,Medium
10,5,0,1,4,3,0,-0.1196,167,34,17,0,0.29351886738800215,21.7,Medium
10,5,0,3,2,3,3,-0.1184,146,30,6,0,0.376035199607082,33.7,Medium
10,5,0,3,2,3,4,-0.1219,194,40,20,0,0.4675946460437146,37.7,Medium
10,5,0,4,3,2,5,-0.1003,173,50,8,0,0.3301557139466462,48.3,Medium
10,5,0,1,3,3,0,-0.1064,165,41,16,0,0.2005995447932145,16.7,Low
10,5,0,2,2,2,0,-0.1269,192,41,12,0,0.14491233427984107,13.3,Low
10,5,0,2,3,2,3,-0.1268,162,45,10,0,0.10578903515606308,30.3,Medium
10,5,0,5,2,3,5,-0.1016,193,46,16,0,0.45223455335159357,51.7,High
10,5,0,2,1,2,0,-0.1266,181,46,12,0,0.14021257581539204,8.3,Low
